mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1235.36645508,150.595901489,3358.18286133,289.600311279,0.117140710354,0.029855389148,249.513931274,92.2700500488,0.549382716049,117.453835227,129.19921875,0.682798162308,0.75653826724,129.19921875,blues
740.742553711,212.144943237,2325.61914062,560.883178711,0.0459316447377,0.0258905086666,105.117172241,52.2135505676,0.555555555556,33.9997944079,64.599609375,0.585705559284,0.587558373079,67.9995888158,blues
1103.63391113,239.266036987,2850.25854492,563.851318359,0.111497171223,0.0380737744272,322.037841797,86.8526077271,0.521604938272,19.5756392045,161.499023438,0.609090776584,0.693943472722,161.499023438,blues
664.253479004,211.7084198,1875.58203125,648.315429688,0.0395575724542,0.0237380042672,150.540649414,90.8526000977,0.570987654321,31.5120045732,61.5234375,0.663029478913,0.696635927417,61.5234375,blues
1263.88537598,204.713516235,3145.27661133,563.55670166,0.140119358897,0.0274287238717,120.779708862,36.6318511963,0.462962962963,33.1280048077,143.5546875,0.658892526445,0.67526636076,129.19921875,blues
1166.8190918,377.449737549,2955.33227539,894.329284668,0.110994555056,0.0434737131,123.35433197,54.7453994751,0.478395061728,107.666015625,71.77734375,0.517329630792,0.526712232267,107.666015625,blues
1107.32507324,320.209564209,2707.0690918,645.079833984,0.102240204811,0.0441194549203,130.746185303,61.3272438049,0.493827160494,67.9995888158,75.9995404412,0.472273466872,0.476839231281,71.77734375,blues
955.342773438,187.327484131,2548.82666016,364.015625,0.0756541639566,0.0237833354622,117.16129303,37.2029647827,0.512345679012,143.5546875,46.142578125,0.53192445234,0.551528088749,92.28515625,blues
1025.05102539,160.974563599,3022.59057617,340.250518799,0.0665179416537,0.0321330875158,214.418792725,69.5447845459,0.567901234568,161.499023438,41.6771673387,0.693460787895,0.693741074616,86.1328125,blues
1180.88769531,162.089691162,3433.01782227,332.09866333,0.103425063193,0.0251513775438,44.1976203918,11.1726198196,0.561728395062,86.1328125,80.7495117188,0.640625216714,0.658858385077,129.19921875,blues
1064.0769043,218.135803223,2778.74682617,565.774658203,0.0989663824439,0.0364889912307,112.147705078,43.4005126953,0.577160493827,53.8330078125,161.499023438,0.60341602253,0.733518583563,161.499023438,blues
843.13293457,370.854064941,2410.42260742,1001.51263428,0.0583764016628,0.045388892293,69.1858139038,63.7008705139,0.626543209877,56.1735733696,27.4891954787,0.619030522891,0.714239518225,161.499023438,blues
929.76361084,258.841461182,2833.44384766,722.838256836,0.0743711963296,0.0296461060643,98.791557312,33.8781242371,0.595679012346,61.5234375,92.28515625,0.604769980152,0.616900653075,92.28515625,blues
787.258972168,147.03163147,2617.01513672,460.329071045,0.053036250174,0.0143385138363,77.9842453003,20.4118556976,0.503086419753,71.77734375,107.666015625,0.727220207206,0.740518865145,107.666015625,blues
621.534057617,174.387786865,2088.62109375,662.876647949,0.0326461680233,0.0197990089655,38.8224983215,15.2913780212,0.546296296296,80.7495117188,161.499023438,0.505779410621,0.59557160455,143.5546875,blues
905.543212891,173.107711792,2929.11376953,377.279388428,0.0641376674175,0.0208275523037,51.40650177,12.3265504837,0.515432098765,184.5703125,99.3840144231,0.617649022225,0.716988140259,99.3840144231,blues
875.17767334,239.994842529,2732.72290039,536.240783691,0.0595325790346,0.0326906442642,61.8447380066,25.5619354248,0.567901234568,215.33203125,24.8460036058,0.639540624599,0.714976117265,184.5703125,blues
738.568847656,301.919586182,2211.04125977,883.980895996,0.0585514865816,0.0313818566501,107.614562988,38.390663147,0.537037037037,80.7495117188,184.5703125,0.645593147711,0.651785152838,161.499023438,blues
859.989746094,152.814453125,3074.96118164,464.123016357,0.0405054576695,0.0153293581679,39.7117195129,12.5742692947,0.66975308642,41.6771673387,80.7495117188,0.683512877064,0.75530888687,80.7495117188,blues
748.084655762,157.240997314,2382.17700195,614.170593262,0.0537169761956,0.0144542008638,60.9493713379,10.6706809998,0.490740740741,80.7495117188,258.3984375,0.691370183401,0.723892320535,129.19921875,blues
834.369873047,93.0674438477,2766.41845703,279.020782471,0.0583009310067,0.0136452103034,55.0583992004,10.9495239258,0.521604938272,129.19921875,143.5546875,0.688086664022,0.7013244176,129.19921875,blues
514.013000488,145.629577637,1507.59008789,640.608520508,0.0299474131316,0.0121683385223,61.6554718018,23.2104187012,0.675925925926,33.1280048077,49.6920072115,0.614346666327,0.733349322226,99.3840144231,blues
625.813110352,179.473892212,2028.24169922,761.643188477,0.0365916602314,0.0164326373488,73.6161651611,25.7055950165,0.654320987654,47.8515625,92.28515625,0.586192852557,0.662718726825,99.3840144231,blues
867.786437988,153.039093018,2787.61938477,448.023284912,0.0618087090552,0.014746459201,81.1619415283,28.60364151,0.533950617284,92.28515625,64.599609375,0.643472369578,0.646719447197,92.28515625,blues
721.801818848,166.302642822,2470.4699707,656.3203125,0.0438849367201,0.012494046241,55.001411438,14.923951149,0.601851851852,99.3840144231,51.6796875,0.643690685911,0.645599624687,99.3840144231,blues
670.946105957,133.830154419,2282.22021484,608.332885742,0.0428253598511,0.0114203114063,66.4554595947,18.763256073,0.617283950617,46.142578125,92.28515625,0.648699789657,0.67970358076,92.28515625,blues
683.207275391,149.476898193,2415.27441406,618.391662598,0.034033279866,0.010009104386,33.0172653198,16.060005188,0.728395061728,215.33203125,80.7495117188,0.535716963731,0.603862490005,86.1328125,blues
1009.81500244,177.160903931,3152.78637695,343.805450439,0.0724648609757,0.0215352587402,56.7788276672,17.1525936127,0.604938271605,46.142578125,99.3840144231,0.671151504217,0.676506184979,92.28515625,blues
777.872009277,137.550720215,2479.77441406,397.890045166,0.0527434311807,0.0139110628515,67.3922348022,17.5925502777,0.555555555556,67.9995888158,215.33203125,0.759561407655,0.787503362148,107.666015625,blues
762.241638184,262.918640137,2194.06054688,806.209350586,0.0504280589521,0.0231338907033,118.069587708,68.7705993652,0.611111111111,43.06640625,129.19921875,0.62467011102,0.659742526394,129.19921875,blues
582.699829102,92.3338012695,1640.74365234,412.968109131,0.0369765497744,0.00807487871498,100.997955322,31.2668247223,0.564814814815,86.1328125,143.5546875,0.739295284715,0.761423526823,143.5546875,blues
637.434570312,104.609092712,1837.23413086,400.649902344,0.0427529104054,0.009955720976,74.9979858398,20.7723140717,0.527777777778,75.9995404412,215.33203125,0.705255113916,0.719483785559,117.453835227,blues
590.748352051,210.17779541,1667.29455566,726.02166748,0.0334159471095,0.0135226175189,37.1544189453,29.7533073425,0.700617283951,143.5546875,67.9995888158,0.542721002781,0.543456028788,129.19921875,blues
546.114074707,97.3928070068,1402.48278809,437.704803467,0.0371018275619,0.00771366804838,69.931388855,21.8655166626,0.583333333333,107.666015625,75.9995404412,0.690662633889,0.703846473198,107.666015625,blues
724.74822998,185.288452148,2061.23950195,644.456848145,0.0504959784448,0.01868407242,129.239624023,57.1215858459,0.533950617284,61.5234375,92.28515625,0.668065876575,0.670514758598,92.28515625,blues
700.293762207,114.92376709,1897.08178711,408.167785645,0.0523223169148,0.0118252933025,139.326309204,52.3676147461,0.561728395062,258.3984375,64.599609375,0.646552016372,0.655201146851,129.19921875,blues
645.282897949,103.977455139,1798.12231445,393.983825684,0.045581471175,0.00917767360806,94.3431625366,26.655002594,0.533950617284,75.9995404412,56.1735733696,0.694224162677,0.699241053552,117.453835227,blues
612.026977539,230.219787598,1615.55517578,718.850830078,0.0472629070282,0.0237485338002,40.1461486816,29.306804657,0.62962962963,80.7495117188,117.453835227,0.598942159096,0.609400654146,117.453835227,blues
638.444152832,145.406997681,1801.94372559,474.548828125,0.0445943400264,0.0106785520911,113.814331055,38.0177154541,0.533950617284,64.599609375,258.3984375,0.655469655873,0.697842731832,129.19921875,blues
599.43536377,161.493560791,1574.58215332,486.033660889,0.0421838760376,0.0170211512595,31.9054031372,16.616727829,0.654320987654,58.7269176136,39.1512784091,0.571638122084,0.654676859992,117.453835227,blues
1270.89904785,186.627868652,3949.11645508,250.24836731,0.0867012441158,0.0230973809958,202.945098877,48.2751922607,0.586419753086,117.453835227,43.06640625,0.836237625676,0.846977616879,117.453835227,blues
1238.35241699,138.081420898,3723.61572266,184.270843506,0.0762609243393,0.0213785134256,167.58416748,45.4341964722,0.604938271605,117.453835227,64.599609375,0.748569654949,0.822277023952,129.19921875,blues
1240.39501953,270.991973877,3817.45800781,392.173797607,0.0674839392304,0.0327296294272,120.83417511,64.4127655029,0.527777777778,61.5234375,58.7269176136,0.625709466455,0.679505616214,92.28515625,blues
1214.57067871,261.231536865,3524.96533203,393.116882324,0.0953333303332,0.0485123135149,253.755889893,111.004150391,0.577160493827,43.06640625,129.19921875,0.686752155525,0.736435623547,129.19921875,blues
1328.24975586,147.718887329,3962.04272461,180.683197021,0.0771303251386,0.0236289035529,186.044937134,36.786113739,0.543209876543,99.3840144231,215.33203125,0.782477462626,0.788808806852,129.19921875,blues
873.245361328,126.357437134,3322.29394531,343.50958252,0.0440736077726,0.0118939010426,165.368667603,46.9888114929,0.549382716049,64.599609375,129.19921875,0.818517007641,0.868464564626,129.19921875,blues
929.616882324,210.549240112,3316.24609375,478.076507568,0.0478817485273,0.0182435456663,109.793258667,49.7064437866,0.617283950617,80.7495117188,117.453835227,0.624665844274,0.640786644388,117.453835227,blues
