mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1462.51525879,378.101104736,3533.17333984,592.423278809,0.182882830501,0.0667270421982,451.827056885,320.715545654,0.601851851852,41.6771673387,61.5234375,0.64374040676,0.712751485207,129.19921875,blues
1123.06872559,465.661956787,2925.55810547,786.756408691,0.120482452214,0.0769471079111,369.658721924,299.595153809,0.608024691358,64.599609375,33.9997944079,0.568442954216,0.656632136262,67.9995888158,blues
1340.57019043,469.91003418,3113.67456055,764.253967285,0.166882008314,0.0800656452775,566.440856934,333.794525146,0.561728395062,80.7495117188,19.5756392045,0.551600648944,0.573680695868,161.499023438,blues
1094.48962402,403.366882324,2802.20751953,867.39239502,0.108582578599,0.0457244031131,260.279449463,262.768890381,0.62037037037,30.76171875,64.599609375,0.567077366145,0.639766149715,61.5234375,blues
1650.20056152,544.929016113,3529.41870117,785.023071289,0.223963364959,0.109453856945,363.056671143,284.310058594,0.595679012346,33.1280048077,143.5546875,0.603477017465,0.610148359632,129.19921875,blues
1673.88891602,781.539001465,3520.61230469,1022.74285889,0.228428080678,0.153810247779,231.696304321,247.474746704,0.632716049383,33.9997944079,71.77734375,0.536818849057,0.55478653587,107.666015625,blues
1638.91027832,657.599304199,3145.87451172,872.017944336,0.233030155301,0.127151176333,347.675933838,375.504638672,0.62962962963,129.19921875,75.9995404412,0.442370967251,0.55213488123,75.9995404412,blues
1458.39794922,599.441711426,3164.15161133,829.976928711,0.176943466067,0.104008682072,276.462615967,291.527130127,0.672839506173,99.3840144231,46.142578125,0.432752524855,0.498207038713,92.28515625,blues
1471.9786377,497.745422363,3472.32861328,713.768432617,0.18047991395,0.0902152657509,509.142547607,321.784118652,0.574074074074,80.7495117188,41.6771673387,0.606467699929,0.622715351054,86.1328125,blues
1614.70239258,667.18157959,3671.11230469,723.462402344,0.212350264192,0.145261228085,257.484313965,277.171905518,0.66049382716,41.6771673387,40.3747558594,0.503512239392,0.512590206132,129.19921875,blues
1444.82324219,509.831451416,3321.39648438,923.121887207,0.163680627942,0.0896211266518,387.209350586,310.635864258,0.570987654321,53.8330078125,161.499023438,0.539170903735,0.555446807716,161.499023438,blues
1390.3248291,643.842346191,3267.39770508,988.34777832,0.161981076002,0.113523513079,195.299285889,195.586303711,0.66049382716,27.4891954787,28.0867866848,0.590473799457,0.590519281959,161.499023438,blues
1410.64916992,675.31854248,3211.83666992,1019.68005371,0.190690815449,0.140650883317,268.728240967,274.422454834,0.679012345679,92.28515625,61.5234375,0.520417597946,0.53336553172,184.5703125,blues
1202.30041504,577.366210938,3045.81835938,730.501342773,0.146312311292,0.120224960148,290.539581299,211.607177734,0.617283950617,107.666015625,71.77734375,0.59081445472,0.592281505167,107.666015625,blues
1251.36560059,646.433227539,3041.26586914,867.625671387,0.155828878284,0.135255336761,169.654724121,230.994125366,0.70987654321,80.7495117188,143.5546875,0.473705263256,0.503910412869,161.499023438,blues
1358.30541992,620.039428711,3182.76049805,846.808044434,0.175099015236,0.124056763947,253.602767944,259.457946777,0.617283950617,49.6920072115,92.28515625,0.509721708595,0.515039942468,99.3840144231,blues
1318.24060059,573.84588623,3124.07568359,825.360168457,0.164844349027,0.113461382687,261.98034668,267.940429688,0.66049382716,215.33203125,67.9995888158,0.555975144532,0.565686945913,99.3840144231,blues
1161.484375,670.746704102,2677.95947266,1024.27429199,0.142635479569,0.117372781038,289.619018555,242.240386963,0.611111111111,56.1735733696,86.1328125,0.591203105829,0.617815778749,161.499023438,blues
1368.25537109,592.892028809,3528.48754883,777.830505371,0.163069337606,0.138899967074,240.172866821,269.879547119,0.645061728395,41.6771673387,86.1328125,0.516746378378,0.58612380235,86.1328125,blues
1225.61279297,612.434997559,2886.57910156,1030.59558105,0.157345801592,0.113816641271,262.465362549,258.764770508,0.666666666667,61.5234375,258.3984375,0.610421218636,0.640606845325,117.453835227,blues
