mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1169.651123,272.684906,3016.841553,404.2601013,0.127872333,0.046787813,343.3649597,127.0126724,0.595679012,258.3984375,61.5234375,0.826464394,0.828165771,129.1992188,1462.515259,378.1011047,3533.17334,592.4232788,0.182882831,0.066727042,451.8270569,320.7155457,0.601851852,41.67716734,61.5234375,0.643740407,0.712751485,129.1992188,blues
795.994812,375.4751282,2100.118652,809.4108887,0.078950629,0.055716146,253.0501556,155.9404755,0.50308642,64.59960938,33.99979441,0.698927733,0.705684072,117.4538352,1123.068726,465.6619568,2925.558105,786.7564087,0.120482452,0.076947108,369.6587219,299.5951538,0.608024691,64.59960938,33.99979441,0.568442954,0.656632136,67.99958882,blues
1060.112305,304.6389771,2583.253418,522.5943604,0.122397847,0.049886502,403.5743713,147.0809784,0.561728395,80.74951172,161.4990234,0.762272495,0.82136717,107.6660156,1340.57019,469.9100342,3113.674561,764.2539673,0.166882008,0.080065645,566.4408569,333.7945251,0.561728395,80.74951172,19.5756392,0.551600649,0.573680696,161.4990234,blues
601.321167,322.2755737,1556.970215,638.6679688,0.047063671,0.029615551,234.4731445,111.400795,0.561728395,31.51200457,30.76171875,0.737317158,0.738704272,129.1992188,1094.489624,403.3668823,2802.20752,867.392395,0.108582579,0.045724403,260.2794495,262.7688904,0.62037037,30.76171875,64.59960938,0.567077366,0.63976615,61.5234375,blues
1246.078003,377.0599365,2886.911377,804.6317749,0.15618661,0.050930418,245.3303986,128.5085449,0.601851852,92.28515625,258.3984375,0.755755077,0.796935038,129.1992188,1650.200562,544.9290161,3529.418701,785.0230713,0.223963365,0.109453857,363.0566711,284.3100586,0.595679012,33.12800481,143.5546875,0.603477017,0.61014836,129.1992188,blues
1168.907959,578.8636475,2675.865967,1121.033447,0.124833971,0.074992262,211.8448181,178.4104156,0.527777778,184.5703125,71.77734375,0.643642111,0.660589685,117.4538352,1673.888916,781.5390015,3520.612305,1022.742859,0.228428081,0.153810248,231.6963043,247.4747467,0.632716049,33.99979441,71.77734375,0.536818849,0.554786536,107.6660156,blues
1014.064453,449.4194031,2454.419678,905.2349243,0.107293576,0.062672719,309.4647827,267.8426514,0.570987654,67.99958882,75.99954044,0.633183696,0.652808944,129.1992188,1638.910278,657.5993042,3145.874512,872.0179443,0.233030155,0.127151176,347.6759338,375.5046387,0.62962963,129.1992188,75.99954044,0.442370967,0.552134881,75.99954044,blues
942.9724121,453.4385376,2430.759766,768.1954346,0.087857418,0.055752467,261.3641357,207.2279358,0.580246914,92.28515625,215.3320313,0.724287614,0.726690444,92.28515625,1458.397949,599.4417114,3164.151611,829.9769287,0.176943466,0.104008682,276.462616,291.5271301,0.672839506,99.38401442,46.14257813,0.432752525,0.498207039,92.28515625,blues
980.9376831,289.6480408,2773.330322,397.2790222,0.085394129,0.047348373,402.2736206,148.5578613,0.533950617,184.5703125,161.4990234,0.829442373,0.84316431,117.4538352,1471.978638,497.7454224,3472.328613,713.7684326,0.180479914,0.090215266,509.1425476,321.7841187,0.574074074,80.74951172,41.67716734,0.6064677,0.622715351,86.1328125,blues
1109.608276,329.651886,3013.02002,687.2328491,0.108753137,0.037417233,202.5077209,186.6248474,0.614197531,258.3984375,215.3320313,0.712440443,0.721702317,129.1992188,1614.702393,667.1815796,3671.112305,723.4624023,0.212350264,0.145261228,257.484314,277.1719055,0.660493827,41.67716734,40.37475586,0.503512239,0.512590206,129.1992188,blues
975.8837891,338.4950256,2233.106201,847.0758057,0.110648908,0.040646922,228.2633057,191.2650452,0.537037037,258.3984375,161.4990234,0.665700909,0.68336399,107.6660156,1444.823242,509.8314514,3321.396484,923.1218872,0.163680628,0.089621127,387.2093506,310.6358643,0.570987654,53.83300781,161.4990234,0.539170904,0.555446808,161.4990234,blues
673.9423218,386.2497253,1817.362671,914.2698364,0.049314141,0.037391938,121.3920975,108.5217667,0.583333333,258.3984375,215.3320313,0.730559447,0.731088381,143.5546875,1390.324829,643.8423462,3267.397705,988.3477783,0.161981076,0.113523513,195.2992859,195.5863037,0.660493827,27.48919548,28.08678668,0.590473799,0.590519282,161.4990234,blues
993.8775024,447.8359375,2646.490479,853.5396118,0.101372316,0.071853407,237.7055817,145.4365845,0.617283951,215.3320313,92.28515625,0.66359565,0.702243799,92.28515625,1410.64917,675.3185425,3211.83667,1019.680054,0.190690815,0.140650883,268.728241,274.4224548,0.679012346,92.28515625,61.5234375,0.520417598,0.533365532,184.5703125,blues
781.894165,357.3623657,2114.873047,789.1793823,0.073761411,0.043042596,222.894043,105.1758041,0.685185185,184.5703125,71.77734375,0.704050408,0.71308958,107.6660156,1202.300415,577.3662109,3045.818359,730.5013428,0.146312311,0.12022496,290.5395813,211.6071777,0.617283951,107.6660156,71.77734375,0.590814455,0.592281505,107.6660156,blues
672.741333,417.0105286,1650.845703,859.5338745,0.063795038,0.053576645,155.89711,176.0045013,0.654320988,258.3984375,161.4990234,0.713398354,0.732471762,143.5546875,1251.365601,646.4332275,3041.265869,867.6256714,0.155828878,0.135255337,169.6547241,230.9941254,0.709876543,80.74951172,143.5546875,0.473705263,0.503910413,161.4990234,blues
903.8143311,403.1444092,2370.546387,750.3314819,0.092927396,0.062681071,192.1405029,166.0728607,0.62962963,99.38401442,184.5703125,0.754624063,0.779880169,107.6660156,1358.30542,620.0394287,3182.760498,846.8080444,0.175099015,0.124056764,253.6027679,259.4579468,0.617283951,49.69200721,92.28515625,0.509721709,0.515039942,99.38401442,blues
861.0118408,388.4439087,2233.13916,760.8865967,0.087378949,0.057790026,214.8768616,154.3812103,0.574074074,258.3984375,184.5703125,0.750837089,0.753644095,107.6660156,1318.240601,573.8458862,3124.075684,825.3601685,0.164844349,0.113461383,261.9803467,267.9404297,0.660493827,215.3320313,67.99958882,0.555975145,0.565686946,99.38401442,blues
746.2532959,379.7763062,2019.934082,878.4124146,0.071021907,0.034389056,236.519104,155.8775024,0.601851852,215.3320313,161.4990234,0.703557253,0.709080292,161.4990234,1161.484375,670.7467041,2677.959473,1024.274292,0.14263548,0.117372781,289.6190186,242.240387,0.611111111,56.17357337,86.1328125,0.591203106,0.617815779,161.4990234,blues
824.4511719,380.5010986,2285.211182,791.5291748,0.07906685,0.057370394,140.6715546,121.3396912,0.589506173,215.3320313,80.74951172,0.740960103,0.759975409,129.1992188,1368.255371,592.8920288,3528.487549,777.8305054,0.163069338,0.138899967,240.1728668,269.8795471,0.645061728,41.67716734,86.1328125,0.516746378,0.586123802,86.1328125,blues
821.7648315,442.6726379,1949.220093,945.3013916,0.091698766,0.062957041,329.654541,207.2606812,0.549382716,61.5234375,80.74951172,0.777787516,0.778228443,117.4538352,1225.612793,612.4349976,2886.579102,1030.595581,0.157345802,0.113816641,262.4653625,258.7647705,0.666666667,61.5234375,258.3984375,0.610421219,0.640606845,117.4538352,blues
785.3293457,295.3060608,2134.877441,596.3505249,0.077587664,0.036852051,162.5159149,131.7451172,0.685185185,215.3320313,161.4990234,0.761977466,0.764231957,107.6660156,1173.279907,459.1608582,3033.357178,752.9726563,0.12468756,0.076953962,217.6927032,194.3569946,0.62345679,129.1992188,143.5546875,0.524185317,0.555456128,143.5546875,blues
665.1035767,456.3378601,1622.898926,1015.74469,0.067594126,0.064478271,193.4489136,178.4887848,0.580246914,215.3320313,99.38401442,0.739090635,0.747808333,99.38401442,1081.895996,712.6462402,2502.769775,1108.528931,0.137882471,0.143735811,208.8508453,243.9370422,0.62345679,92.28515625,49.69200721,0.542501045,0.605373971,99.38401442,blues
779.1586914,473.8836975,2010.529907,1092.110229,0.084198706,0.06664367,165.8631897,130.0727234,0.574074074,92.28515625,184.5703125,0.730009718,0.742514655,99.38401442,1187.209717,702.0629272,2788.250488,1032.564575,0.156776771,0.146847323,302.563324,304.622406,0.635802469,47.8515625,92.28515625,0.480506794,0.53598677,99.38401442,blues
891.7634277,372.987793,2438.867676,677.1156616,0.080143027,0.046450838,224.201416,198.4517059,0.580246914,64.59960938,215.3320313,0.704481136,0.71569592,99.38401442,1339.295166,561.6217041,3364.89502,671.357666,0.153966323,0.112863816,247.9910126,253.2761078,0.62037037,92.28515625,64.59960938,0.570216326,0.6038222,99.38401442,blues
757.3251343,388.3986206,2013.919312,1003.921448,0.065571569,0.03670473,177.3598175,155.211441,0.537037037,107.6660156,99.38401442,0.761162822,0.771050726,107.6660156,1366.799927,678.6118774,3189.040771,986.1662598,0.1737587,0.135926649,237.1852264,283.5036926,0.694444444,215.3320313,51.6796875,0.546977784,0.608176728,107.6660156,blues
797.2365723,398.0352783,2121.984131,885.9625854,0.078648753,0.052631985,213.5095673,151.1472626,0.632716049,92.28515625,215.3320313,0.680397999,0.680991307,92.28515625,1154.508057,568.5046997,2924.261963,962.7539673,0.130703911,0.106612191,235.7566986,243.8831177,0.703703704,92.28515625,184.5703125,0.49823256,0.517200209,92.28515625,blues
800.0098267,418.1876221,2149.930664,988.3475952,0.079169482,0.053247966,112.1626129,110.0298767,0.666666667,80.74951172,258.3984375,0.63539587,0.646408049,129.1992188,1253.688232,623.6991577,3185.02002,930.4708252,0.138606966,0.114320166,157.0913086,203.6884613,0.682098765,41.67716734,86.1328125,0.521019858,0.549468862,80.74951172,blues
1057.647339,470.0170288,2690.553711,719.2039185,0.11296428,0.083198495,261.6170349,179.4347076,0.580246914,46.14257813,47.8515625,0.72126648,0.72431108,99.38401442,1612.33313,622.3014526,3517.189697,662.6428833,0.214304909,0.14195174,294.1507874,276.3516846,0.638888889,47.8515625,99.38401442,0.535664331,0.581575105,92.28515625,blues
803.5025635,358.7905579,2126.570068,736.2532349,0.072866358,0.041879151,208.7259521,183.7398376,0.583333333,67.99958882,51.6796875,0.79211543,0.804574185,107.6660156,1252.847534,549.4202881,2998.06665,805.6815186,0.158477828,0.11292816,229.8698883,259.759613,0.675925926,41.67716734,215.3320313,0.577543088,0.604885502,107.6660156,blues
621.3394165,317.2914429,1502.771606,743.4584961,0.053978097,0.027687518,212.7413177,139.9685211,0.577160494,117.4538352,143.5546875,0.753723139,0.759331053,129.1992188,1444.966553,696.6026001,3249.818604,1068.047852,0.187739983,0.12518543,201.4615021,181.9367676,0.645061728,43.06640625,64.59960938,0.549076924,0.605767538,129.1992188,blues
540.5103149,279.8175964,1205.26123,502.4681091,0.048216831,0.017816145,256.5986023,121.4395447,0.549382716,56.17357337,143.5546875,0.80910004,0.823382982,143.5546875,1324.797974,656.7095947,3064.593262,1030.146729,0.160011351,0.112601914,195.0528107,165.2840576,0.675925926,92.28515625,86.1328125,0.580902211,0.590376386,143.5546875,blues
600.1663818,290.2842102,1379.487427,578.4158936,0.056842882,0.026453229,219.8789063,122.6500931,0.533950617,161.4990234,215.3320313,0.797680946,0.799815475,117.4538352,1250.363403,550.463623,3019.300781,997.031311,0.150469109,0.090497173,193.8715515,163.6028748,0.62345679,143.5546875,161.4990234,0.549860021,0.555185998,117.4538352,blues
547.0033569,311.7523193,1337.717041,657.9487305,0.042716686,0.020746233,141.2776031,128.718338,0.577160494,143.5546875,67.99958882,0.576460662,0.579065323,129.1992188,1354.538574,677.7061768,3103.938232,1076.060425,0.168362692,0.127504557,133.9923248,174.5850372,0.666666667,117.4538352,143.5546875,0.395714729,0.395916198,129.1992188,blues
515.8371582,277.3596802,1066.425293,481.5368958,0.046635009,0.015062538,211.8728485,114.5870743,0.595679012,61.5234375,161.4990234,0.791158923,0.809466155,107.6660156,1258.721313,711.5803833,2982.813965,1148.562988,0.153439552,0.122082621,230.5580597,169.026123,0.586419753,99.38401442,107.6660156,0.586865723,0.593452417,161.4990234,blues
633.1796875,316.8590698,1509.849731,669.6948853,0.056337241,0.026862131,255.4526978,154.8866882,0.509259259,129.1992188,61.5234375,0.765720384,0.769604351,129.1992188,1296.566162,573.1837158,3066.45459,1057.533691,0.156423584,0.096605733,219.8011017,176.7422333,0.62345679,61.5234375,92.28515625,0.547277079,0.569448334,92.28515625,blues
651.526123,276.8619995,1559.063721,469.8450012,0.06113553,0.022577316,277.057251,130.3265533,0.518518519,258.3984375,64.59960938,0.749786714,0.750361941,129.1992188,1289.420898,613.7392578,3084,1142.074585,0.150508359,0.098951183,209.4956818,156.8061523,0.632716049,86.1328125,64.59960938,0.52842756,0.567939211,129.1992188,blues
582.0568237,276.9461365,1326.053223,515.5701904,0.055101067,0.018709546,274.6757813,152.6268616,0.512345679,117.4538352,215.3320313,0.798285215,0.802177181,117.4538352,1151.145996,521.0715332,2825.269287,1012.005127,0.133008718,0.080553524,184.0735626,145.6451569,0.62345679,75.99954044,161.4990234,0.571840211,0.572070168,143.5546875,blues
687.8553467,407.9767456,1529.721436,862.0020142,0.079690218,0.057194702,178.1152802,128.5951691,0.586419753,215.3320313,71.77734375,0.633469106,0.63852863,117.4538352,1202.418579,582.8330078,2901.997803,1050.047485,0.143231675,0.098633647,143.4674377,189.8173828,0.700617284,117.4538352,80.74951172,0.523010704,0.538540759,117.4538352,blues
599.6704102,283.6270142,1447.343628,537.2122192,0.051421221,0.015011085,241.02565,123.2757034,0.524691358,129.1992188,258.3984375,0.740169181,0.754697569,129.1992188,1382.08667,677.0863647,3214.927246,1061.233398,0.168415517,0.120414004,206.6135712,163.1374969,0.651234568,64.59960938,36.9140625,0.557805062,0.562611118,129.1992188,blues
