mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1169.65112305,272.684906006,3016.84155273,404.260101318,0.127872332931,0.0467878133059,343.364959717,127.012672424,0.595679012346,258.3984375,61.5234375,0.826464394214,0.828165771144,129.19921875,blues
795.994812012,375.475128174,2100.11865234,809.410888672,0.0789506286383,0.0557161457837,253.05015564,155.940475464,0.503086419753,64.599609375,33.9997944079,0.698927732578,0.705684071594,117.453835227,blues
1060.11230469,304.638977051,2583.25341797,522.594360352,0.122397847474,0.0498865023255,403.574371338,147.080978394,0.561728395062,80.7495117188,161.499023438,0.762272495494,0.821367170067,107.666015625,blues
601.321166992,322.27557373,1556.97021484,638.66796875,0.0470636710525,0.0296155512333,234.473144531,111.400794983,0.561728395062,31.5120045732,30.76171875,0.737317158163,0.738704271707,129.19921875,blues
1246.07800293,377.059936523,2886.91137695,804.631774902,0.15618661046,0.0509304180741,245.33039856,128.508544922,0.601851851852,92.28515625,258.3984375,0.75575507716,0.796935038315,129.19921875,blues
1168.90795898,578.863647461,2675.8659668,1121.03344727,0.124833971262,0.074992261827,211.844818115,178.410415649,0.527777777778,184.5703125,71.77734375,0.643642111427,0.660589685431,117.453835227,blues
1014.06445312,449.419403076,2454.41967773,905.234924316,0.107293576002,0.0626727193594,309.464782715,267.842651367,0.570987654321,67.9995888158,75.9995404412,0.633183696254,0.652808943536,129.19921875,blues
942.972412109,453.438537598,2430.75976562,768.19543457,0.0878574177623,0.0557524673641,261.364135742,207.227935791,0.58024691358,92.28515625,215.33203125,0.724287614221,0.726690443589,92.28515625,blues
980.937683105,289.648040771,2773.33032227,397.279022217,0.0853941291571,0.0473483726382,402.273620605,148.557861328,0.533950617284,184.5703125,161.499023438,0.829442372935,0.843164309677,117.453835227,blues
1109.60827637,329.651885986,3013.02001953,687.232849121,0.10875313729,0.0374172329903,202.507720947,186.624847412,0.614197530864,258.3984375,215.33203125,0.712440442553,0.721702316581,129.19921875,blues
975.883789062,338.495025635,2233.10620117,847.075805664,0.110648907721,0.0406469218433,228.263305664,191.265045166,0.537037037037,258.3984375,161.499023438,0.665700908897,0.683363990261,107.666015625,blues
673.942321777,386.249725342,1817.3626709,914.269836426,0.0493141412735,0.0373919382691,121.392097473,108.521766663,0.583333333333,258.3984375,215.33203125,0.730559446926,0.731088380641,143.5546875,blues
