mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1350.45715332,354.616394043,3093.20458984,763.872375488,0.174167737365,0.0796223655343,288.849517822,167.005554199,0.527777777778,31.5120045732,61.5234375,0.662465897515,0.719775477528,129.19921875,blues
1050.93859863,484.526763916,2435.31225586,1124.65869141,0.12875379622,0.0889566242695,196.923278809,156.850341797,0.527777777778,64.599609375,33.9997944079,0.55101036464,0.63217305541,67.9995888158,blues
1323.8762207,378.560699463,2890.50024414,749.559020996,0.171683311462,0.0686619132757,435.352722168,247.604354858,0.577160493827,39.1512784091,161.499023438,0.599647352321,0.757332465107,161.499023438,blues
1021.87670898,357.955322266,2443.55322266,931.516967773,0.120251521468,0.0586222298443,169.478988647,158.571563721,0.577160493827,30.76171875,61.5234375,0.576476566518,0.695418800191,61.5234375,blues
1516.8527832,527.863647461,3190.20385742,1016.5199585,0.208264410496,0.0900086909533,302.096801758,218.696899414,0.604938271605,33.1280048077,143.5546875,0.613960363393,0.63125440817,129.19921875,blues
1452.51269531,797.307128906,2977.2644043,1338.54296875,0.1862321347,0.131216108799,282.803710938,300.818206787,0.608024691358,34.9187077703,71.77734375,0.5484791986,0.570898318496,107.666015625,blues
1290.06408691,618.484741211,2662.10888672,1166.92919922,0.164512291551,0.094588175416,438.908599854,439.953369141,0.595679012346,129.19921875,75.9995404412,0.432775997914,0.536838611193,75.9995404412,blues
1260.46813965,621.204284668,2834.37426758,1048.6763916,0.15316785872,0.106954604387,347.956970215,361.265441895,0.592592592593,86.1328125,46.142578125,0.447559653991,0.493545103333,92.28515625,blues
1418.49560547,402.602264404,3266.86621094,828.109313965,0.178896591067,0.0776261463761,293.584625244,159.641113281,0.533950617284,80.7495117188,41.6771673387,0.639346723948,0.64579338558,86.1328125,blues
1285.21472168,580.732727051,2910.07275391,1221.12268066,0.145352348685,0.0735341161489,232.725067139,241.071762085,0.583333333333,41.6771673387,86.1328125,0.496995437414,0.503512827776,129.19921875,blues
1257.5177002,472.645294189,2763.39453125,1141.83935547,0.140836313367,0.0661120414734,385.157623291,302.659332275,0.518518518519,53.8330078125,161.499023438,0.534415559337,0.587164085651,161.499023438,blues
1223.48388672,683.569091797,2768.21289062,1176.10339355,0.14622476697,0.116979598999,76.4816131592,88.8503570557,0.682098765432,56.1735733696,80.7495117188,0.531591951668,0.550172067449,161.499023438,blues
1335.4440918,652.872924805,2946.65942383,1058.734375,0.174173772335,0.132393300533,270.6980896,224.012985229,0.58024691358,61.5234375,92.28515625,0.544258666911,0.5530719002,184.5703125,blues
1036.96813965,533.12121582,2365.52880859,1071.15319824,0.120266616344,0.0890670865774,216.488739014,134.302429199,0.604938271605,107.666015625,71.77734375,0.589657468232,0.594391137001,107.666015625,blues
