mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,mean_centroid,std_centroid,mean_rolloff,std_rolloff,mean_zcr,std_zcr,mean_flux,std_flux,low_e,bpm_second,bpm_first,tempo_strength_second,tempo_strength_first,estimated_tempo,genre
1350.457153,354.616394,3093.20459,763.8723755,0.174167737,0.079622366,288.8495178,167.0055542,0.527777778,31.51200457,61.5234375,0.662465898,0.719775478,129.1992188,1235.366455,150.5959015,3358.182861,289.6003113,0.11714071,0.029855389,249.5139313,92.27005005,0.549382716,117.4538352,129.1992188,0.682798162,0.756538267,129.1992188,blues
1050.938599,484.5267639,2435.312256,1124.658691,0.128753796,0.088956624,196.9232788,156.8503418,0.527777778,64.59960938,33.99979441,0.551010365,0.632173055,67.99958882,740.7425537,212.1449432,2325.619141,560.8831787,0.045931645,0.025890509,105.1171722,52.21355057,0.555555556,33.99979441,64.59960938,0.585705559,0.587558373,67.99958882,blues
1323.876221,378.5606995,2890.500244,749.559021,0.171683311,0.068661913,435.3527222,247.6043549,0.577160494,39.15127841,161.4990234,0.599647352,0.757332465,161.4990234,1103.633911,239.266037,2850.258545,563.8513184,0.111497171,0.038073774,322.0378418,86.85260773,0.521604938,19.5756392,161.4990234,0.609090777,0.693943473,161.4990234,blues
1021.876709,357.9553223,2443.553223,931.5169678,0.120251521,0.05862223,169.4789886,158.5715637,0.577160494,30.76171875,61.5234375,0.576476567,0.6954188,61.5234375,664.253479,211.7084198,1875.582031,648.3154297,0.039557572,0.023738004,150.5406494,90.8526001,0.570987654,31.51200457,61.5234375,0.663029479,0.696635927,61.5234375,blues
1516.852783,527.8636475,3190.203857,1016.519959,0.20826441,0.090008691,302.0968018,218.6968994,0.604938272,33.12800481,143.5546875,0.613960363,0.631254408,129.1992188,1263.885376,204.7135162,3145.276611,563.5567017,0.140119359,0.027428724,120.7797089,36.6318512,0.462962963,33.12800481,143.5546875,0.658892526,0.675266361,129.1992188,blues
1452.512695,797.3071289,2977.264404,1338.542969,0.186232135,0.131216109,282.8037109,300.8182068,0.608024691,34.91870777,71.77734375,0.548479199,0.570898318,107.6660156,1166.819092,377.4497375,2955.332275,894.3292847,0.110994555,0.043473713,123.354332,54.74539948,0.478395062,107.6660156,71.77734375,0.517329631,0.526712232,107.6660156,blues
1290.064087,618.4847412,2662.108887,1166.929199,0.164512292,0.094588175,438.9085999,439.9533691,0.595679012,129.1992188,75.99954044,0.432775998,0.536838611,75.99954044,1107.325073,320.2095642,2707.069092,645.079834,0.102240205,0.044119455,130.7461853,61.3272438,0.49382716,67.99958882,75.99954044,0.472273467,0.476839231,71.77734375,blues
1260.46814,621.2042847,2834.374268,1048.676392,0.153167859,0.106954604,347.9569702,361.2654419,0.592592593,86.1328125,46.14257813,0.447559654,0.493545103,92.28515625,955.3427734,187.3274841,2548.82666,364.015625,0.075654164,0.023783335,117.161293,37.20296478,0.512345679,143.5546875,46.14257813,0.531924452,0.551528089,92.28515625,blues
1418.495605,402.6022644,3266.866211,828.109314,0.178896591,0.077626146,293.5846252,159.6411133,0.533950617,80.74951172,41.67716734,0.639346724,0.645793386,86.1328125,1025.051025,160.9745636,3022.590576,340.2505188,0.066517942,0.032133088,214.4187927,69.54478455,0.567901235,161.4990234,41.67716734,0.693460788,0.693741075,86.1328125,blues
1285.214722,580.7327271,2910.072754,1221.122681,0.145352349,0.073534116,232.7250671,241.0717621,0.583333333,41.67716734,86.1328125,0.496995437,0.503512828,129.1992188,1180.887695,162.0896912,3433.017822,332.0986633,0.103425063,0.025151378,44.19762039,11.17261982,0.561728395,86.1328125,80.74951172,0.640625217,0.658858385,129.1992188,blues
1257.5177,472.6452942,2763.394531,1141.839355,0.140836313,0.066112041,385.1576233,302.6593323,0.518518519,53.83300781,161.4990234,0.534415559,0.587164086,161.4990234,1064.076904,218.1358032,2778.746826,565.7746582,0.098966382,0.036488991,112.1477051,43.4005127,0.577160494,53.83300781,161.4990234,0.603416023,0.733518584,161.4990234,blues
1223.483887,683.5690918,2768.212891,1176.103394,0.146224767,0.116979599,76.48161316,88.85035706,0.682098765,56.17357337,80.74951172,0.531591952,0.550172067,161.4990234,843.1329346,370.8540649,2410.422607,1001.512634,0.058376402,0.045388892,69.1858139,63.70087051,0.62654321,56.17357337,27.48919548,0.619030523,0.714239518,161.4990234,blues
1335.444092,652.8729248,2946.659424,1058.734375,0.174173772,0.132393301,270.6980896,224.0129852,0.580246914,61.5234375,92.28515625,0.544258667,0.5530719,184.5703125,929.7636108,258.8414612,2833.443848,722.8382568,0.074371196,0.029646106,98.79155731,33.87812424,0.595679012,61.5234375,92.28515625,0.60476998,0.616900653,92.28515625,blues
1036.96814,533.1212158,2365.528809,1071.153198,0.120266616,0.089067087,216.488739,134.3024292,0.604938272,107.6660156,71.77734375,0.589657468,0.594391137,107.6660156,787.2589722,147.0316315,2617.015137,460.329071,0.05303625,0.014338514,77.9842453,20.4118557,0.50308642,71.77734375,107.6660156,0.727220207,0.740518865,107.6660156,blues
1072.639893,562.7059937,2376.0625,1214.507324,0.128513813,0.095158294,172.1263428,223.7799072,0.62345679,80.74951172,161.4990234,0.456110488,0.52234398,161.4990234,621.5340576,174.3877869,2088.621094,662.8766479,0.032646168,0.019799009,38.82249832,15.29137802,0.546296296,80.74951172,161.4990234,0.505779411,0.595571605,143.5546875,blues
1164.648315,575.5321655,2605.517578,1082.719604,0.141409874,0.098240741,228.6439514,217.9152527,0.580246914,92.28515625,49.69200721,0.535361534,0.537503594,99.38401442,905.5432129,173.1077118,2929.11377,377.2793884,0.064137667,0.020827552,51.40650177,12.32655048,0.515432099,184.5703125,99.38401442,0.617649022,0.71698814,99.38401442,blues
1220.929688,569.1295776,2694.674316,1157.15686,0.153889343,0.094760448,231.0880127,221.6485596,0.574074074,184.5703125,49.69200721,0.565557049,0.599134569,99.38401442,875.1776733,239.9948425,2732.7229,536.2407837,0.059532579,0.032690644,61.84473801,25.56193542,0.567901235,215.3320313,24.84600361,0.639540625,0.714976117,184.5703125,blues
1167.646973,544.6405029,2605.019287,952.9864502,0.138723195,0.078750186,195.9329224,170.4783783,0.592592593,56.17357337,86.1328125,0.604661477,0.616929291,161.4990234,738.5688477,301.9195862,2211.04126,883.980896,0.058551487,0.031381857,107.614563,38.39066315,0.537037037,80.74951172,184.5703125,0.645593148,0.651785153,161.4990234,blues
1055.826416,503.652832,2520.148926,1111.195923,0.119291559,0.093229808,153.3657684,155.6600647,0.577160494,41.67716734,86.1328125,0.528052155,0.586090126,86.1328125,859.9897461,152.8144531,3074.961182,464.1230164,0.040505458,0.015329358,39.71171951,12.57426929,0.669753086,41.67716734,80.74951172,0.683512877,0.755308887,80.74951172,blues
1077.813599,583.0996094,2378.289063,1254.251099,0.130554482,0.092383914,261.9086609,234.7211151,0.595679012,61.5234375,80.74951172,0.649289905,0.679900575,117.4538352,748.0846558,157.2409973,2382.177002,614.1705933,0.053716976,0.014454201,60.94937134,10.670681,0.490740741,80.74951172,258.3984375,0.691370183,0.723892321,129.1992188,blues
1022.72229,394.190918,2418.065674,950.2878418,0.114384599,0.064416036,178.0442047,171.2976532,0.635802469,129.1992188,143.5546875,0.546724142,0.560708644,129.1992188,834.369873,93.06744385,2766.418457,279.0207825,0.058300931,0.01364521,55.0583992,10.94952393,0.521604938,129.1992188,143.5546875,0.688086664,0.701324418,129.1992188,blues
998.2654419,592.1171265,2197.815674,1173.508301,0.122207664,0.095991947,226.1719971,259.612915,0.617283951,92.28515625,99.38401442,0.563417398,0.705958644,99.38401442,514.0130005,145.6295776,1507.590088,640.6085205,0.029947413,0.012168339,61.6554718,23.2104187,0.675925926,33.12800481,49.69200721,0.614346666,0.733349322,99.38401442,blues
1069.226074,612.1272583,2351.372803,1211.847534,0.134662986,0.107465655,282.5776978,266.424469,0.574074074,49.69200721,92.28515625,0.513529756,0.549555462,99.38401442,625.8131104,179.4738922,2028.241699,761.6431885,0.03659166,0.016432637,73.61616516,25.70559502,0.654320988,47.8515625,92.28515625,0.586192853,0.662718727,99.38401442,blues
1157.529785,521.1940308,2736.444824,951.6992188,0.134327903,0.098886803,246.3410034,253.735672,0.598765432,47.8515625,64.59960938,0.590514809,0.620848354,99.38401442,867.786438,153.039093,2787.619385,448.0232849,0.061808709,0.014746459,81.16194153,28.60364151,0.533950617,92.28515625,64.59960938,0.64347237,0.646719447,92.28515625,blues
1122.08313,610.1174927,2634.261475,1264.906128,0.127520651,0.095456034,217.4408264,237.2523041,0.577160494,67.99958882,51.6796875,0.583453818,0.636740896,107.6660156,721.8018188,166.3026428,2470.469971,656.3203125,0.043884937,0.012494046,55.00141144,14.92395115,0.601851852,99.38401442,51.6796875,0.643690686,0.645599625,99.38401442,blues
1172.708374,559.9489136,2684.838135,1121.466797,0.134278104,0.095725298,215.5738831,214.8432007,0.648148148,92.28515625,61.5234375,0.502932477,0.517429182,92.28515625,670.946106,133.8301544,2282.220215,608.3328857,0.04282536,0.011420311,66.45545959,18.76325607,0.617283951,46.14257813,92.28515625,0.64869979,0.679703581,92.28515625,blues
1141.22876,578.3261719,2622.86377,1177.604492,0.135087118,0.092956476,189.0913391,214.6378174,0.641975309,41.67716734,86.1328125,0.524500827,0.574505777,80.74951172,683.2072754,149.4768982,2415.274414,618.3916626,0.03403328,0.010009104,33.01726532,16.06000519,0.728395062,215.3320313,80.74951172,0.535716964,0.60386249,86.1328125,blues
1324.577881,626.822998,2885.382813,959.1396484,0.163787797,0.12194971,234.667511,189.5431976,0.555555556,47.8515625,99.38401442,0.526179749,0.555724227,92.28515625,1009.815002,177.1609039,3152.786377,343.8054504,0.072464861,0.021535259,56.77882767,17.15259361,0.604938272,46.14257813,99.38401442,0.671151504,0.676506185,92.28515625,blues
