1169.651123,272.684906,3016.841553,404.2601013,0.127872333,0.046787813,343.3649597,127.0126724,0.595679012,10,4,20,0,9,0.823107229,0.826464394,0.828165771,0.849556978,0.865125989,129.1992188,1462.515259,378.1011047,3533.17334,592.4232788,0.182882831,0.066727042,451.8270569,320.7155457,0.601851852,10,40,20,30,9,0.629090071,0.638767598,0.712751485,0.643740407,0.725097908,129.1992188,blues
795.994812,375.4751282,2100.118652,809.4108887,0.078950629,0.055716146,253.0501556,155.9404755,0.50308642,19,37,1,18,0,0.698927733,0.705684072,0.715144414,0.735405112,0.866366646,117.4538352,1123.068726,465.6619568,2925.558105,786.7564087,0.120482452,0.076947108,369.6587219,299.5951538,0.608024691,56,19,0,37,18,0.532981955,0.568442954,0.615251598,0.656632136,0.730593807,67.99958882,blues
1060.112305,304.6389771,2583.253418,522.5943604,0.122397847,0.049886502,403.5743713,147.0809784,0.561728395,12,15,11,7,0,0.756385561,0.762272495,0.766381611,0.82136717,0.816948316,107.6660156,1340.57019,469.9100342,3113.674561,764.2539673,0.166882008,0.080065645,566.4408569,333.7945251,0.561728395,32,0,15,65,7,0.542257578,0.55121075,0.551600649,0.573680696,0.694013753,161.4990234,blues
601.321167,322.2755737,1556.970215,638.6679688,0.047063671,0.029615551,234.4731445,111.400795,0.561728395,40,41,20,1,0,0.737317158,0.738704272,0.743576376,0.741290422,0.873261536,129.1992188,1094.489624,403.3668823,2802.20752,867.392395,0.108582579,0.045724403,260.2794495,262.7688904,0.62037037,61,41,19,20,0,0.561412497,0.567077366,0.63976615,0.688519123,0.611838917,61.5234375,blues
1246.078003,377.0599365,2886.911377,804.6317749,0.15618661,0.050930418,245.3303986,128.5085449,0.601851852,8,13,14,0,4,0.751666896,0.755755077,0.760353002,0.772390425,0.796935038,129.1992188,1650.200562,544.9290161,3529.418701,785.0230713,0.223963365,0.109453857,363.0566711,284.3100586,0.595679012,0,8,9,18,38,0.566951602,0.61014836,0.629760773,0.599101683,0.603477017,129.1992188,blues
1168.907959,578.8636475,2675.865967,1121.033447,0.124833971,0.074992262,211.8448181,178.4104156,0.527777778,11,6,18,17,0,0.628523064,0.643642111,0.680716196,0.660589685,0.811457722,117.4538352,1673.888916,781.5390015,3520.612305,1022.742859,0.228428081,0.153810248,231.6963043,247.4747467,0.632716049,36,37,17,18,0,0.525327515,0.536818849,0.554786536,0.651719065,0.611122771,107.6660156,blues
1014.064453,449.4194031,2454.419678,905.2349243,0.107293576,0.062672719,309.4647827,267.8426514,0.570987654,18,1,16,17,0,0.633183696,0.640642151,0.652808944,0.666695543,0.819208391,129.1992188,1638.910278,657.5993042,3145.874512,872.0179443,0.233030155,0.127151176,347.6759338,375.5046387,0.62962963,33,9,16,17,0,0.435971871,0.442370967,0.552134881,0.589797663,0.59721289,75.99954044,blues
942.9724121,453.4385376,2430.759766,768.1954346,0.087857418,0.055752467,261.3641357,207.2279358,0.580246914,12,13,5,6,0,0.690244284,0.724287614,0.726690444,0.745571699,0.814515263,92.28515625,1458.397949,599.4417114,3164.151611,829.9769287,0.176943466,0.104008682,276.462616,291.5271301,0.672839506,26,12,27,13,0,0.427997928,0.432752525,0.498207039,0.58904434,0.557556487,92.28515625,blues
980.9376831,289.6480408,2773.330322,397.2790222,0.085394129,0.047348373,402.2736206,148.5578613,0.533950617,10,6,14,7,0,0.82264756,0.829442373,0.839783807,0.84316431,0.858905618,117.4538352,1471.978638,497.7454224,3472.328613,713.7684326,0.180479914,0.090215266,509.1425476,321.7841187,0.574074074,45,61,15,30,14,0.590178984,0.594853862,0.6064677,0.622715351,0.65827732,86.1328125,blues
1109.608276,329.651886,3013.02002,687.2328491,0.108753137,0.037417233,202.5077209,186.6248474,0.614197531,4,5,6,1,0,0.712440443,0.721702317,0.724850811,0.739066269,0.872094664,129.1992188,1614.702393,667.1815796,3671.112305,723.4624023,0.212350264,0.145261228,257.484314,277.1719055,0.660493827,14,30,15,31,0,0.489138205,0.503512239,0.53864084,0.512590206,0.662027581,129.1992188,blues
