1169.65112305,272.684906006,3016.84155273,404.260101318,0.127872332931,0.0467878133059,343.364959717,127.012672424,0.595679012346,blues
795.994812012,375.475128174,2100.11865234,809.410888672,0.0789506286383,0.0557161457837,253.05015564,155.940475464,0.503086419753,blues
1060.11230469,304.638977051,2583.25341797,522.594360352,0.122397847474,0.0498865023255,403.574371338,147.080978394,0.561728395062,blues
601.321166992,322.27557373,1556.97021484,638.66796875,0.0470636710525,0.0296155512333,234.473144531,111.400794983,0.561728395062,blues
1246.07800293,377.059936523,2886.91137695,804.631774902,0.15618661046,0.0509304180741,245.33039856,128.508544922,0.601851851852,blues
1235.53088379,262.357727051,2674.17138672,406.820098877,0.18926897645,0.0392466075718,274.821044922,124.02041626,0.586419753086,classical
1153.82702637,302.369720459,2508.61816406,555.100036621,0.169905275106,0.050845079124,249.949417114,98.2947158813,0.564814814815,classical
1182.91113281,261.125274658,2674.30419922,392.541900635,0.168525710702,0.04097090289,301.608947754,95.0436706543,0.549382716049,classical
1329.02197266,351.816223145,3058.01391602,621.259033203,0.206691637635,0.0627866536379,157.969161987,103.132926941,0.574074074074,classical
1399.96911621,287.153198242,3060.10717773,480.23147583,0.210760906339,0.0515751503408,278.238128662,90.3876113892,0.570987654321,classical
1276.02636719,217.895370483,3406.3996582,374.608886719,0.114679783583,0.0578414909542,494.800292969,166.858398438,0.438271604938,country
1470.66931152,236.281951904,3803.16894531,190.033721924,0.137915685773,0.0415015853941,634.607910156,138.321075439,0.481481481481,country
1057.92675781,230.157623291,3117.83666992,396.434967041,0.0812293961644,0.0490658916533,361.752593994,159.24609375,0.477064220183,country
1210.98681641,228.580291748,3197.81396484,377.311187744,0.131385445595,0.0518672578037,499.138244629,210.343719482,0.504643962848,country
1440.96984863,148.91947937,3817.24389648,182.79196167,0.128398314118,0.049627520144,546.63458252,153.528320312,0.50773993808,country
1006.81164551,501.948547363,2489.76831055,938.005187988,0.111627563834,0.109008215368,281.029754639,140.062866211,0.581538461538,disco
1673.5958252,183.207855225,3930.53613281,316.047454834,0.196035549045,0.0569469407201,579.993286133,185.763931274,0.549079754601,disco
1230.80126953,291.025177002,3319.90112305,340.168029785,0.105723835528,0.0448090024292,403.911407471,105.612686157,0.583333333333,disco
1415.40246582,426.454925537,3844.26953125,455.980804443,0.126657009125,0.0819711983204,541.342041016,188.798736572,0.529051987768,disco
1537.47131348,261.958312988,3694.20727539,338.99206543,0.189474254847,0.0491943694651,391.746154785,164.658004761,0.552469135802,disco
1570.56896973,305.010650635,3724.31079102,557.25,0.163658872247,0.0542391501367,363.986541748,164.872085571,0.643962848297,hiphop
